"","score","text"
"986",1,"@Prof_HariOm @CongressDahan @narendramodi @BJP4India My logic says that once @narendramodi ji gain power with full… https://t.co/2uELtsxA78"
"987",-3,"RT @MadhuraJoshi20: If @BJP4India loses MH it will only be because of sycophancy and stupidity of @fadnavis_amruta . 
The woman is imbecile."
"988",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"989",0,"@ndtv @AmitShah @BJP4India Nice comedy"
"990",1,"@vinay1011 @ICCR_Delhi @BJP4India @vijai63 @narendramodi @RaviPokharna @AmitShah ICCR has definitely started getting some traction Sir."
"991",0,"RT @siddaramaiah: PM @narendramodi loves to talk of corruption in administrations of the past &amp; of states not ruled by  @BJP4India 

Sir, i…"
"992",0,"@firstpost #MeghalayaElection2018
Our #Meghalaya people today Time is to select development @BJP4India  not cross (… https://t.co/0mleSTl9ST"
"993",0,"@siddarthsahu1 @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty Please dig one… https://t.co/ve12qU1Gkk"
"994",0,"@AskAnshul #MeghalayaElection2018
Our #Meghalaya people today Time is to select development @BJP4India  not cross (… https://t.co/3VeRZ00XDI"
"995",0,"RT @siddaramaiah: PM @narendramodi loves to talk of corruption in administrations of the past &amp; of states not ruled by  @BJP4India 

Sir, i…"
"996",2,"@BJP4India @AmitShah Very super good speak vaalthugal"
"997",0,"@kapoor_prachi @amitsaraf21 @gallerygrandeur @RSSorg @BJP4India But the process has somewhat reached a point of qua… https://t.co/zq5fe96RRg"
"998",0,"@CNNnews18 #MeghalayaElection2018
Our #Meghalaya people today Time is to select development @BJP4India  not cross (… https://t.co/7f8eGl8Xm4"
"999",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"1000",0,"RT @priyaakulkarni2: @BJP4India Govt targets 22.5 crore mobile handsets produced in India this year https://t.co/rLVgSQb9Eh"
